personLookup,dictText
ananias_258,"One of the members of the church at Jerusalem, who conspired with his wife Sapphira to deceive the brethren, and who fell down and immediately expired after he had uttered the falsehood ([Acts 5:5](/acts#Acts.5.5)). By common agreement the members of the early Christian community devoted their property to the work of furthering the gospel and of assisting the poor and needy. The proceeds of the possessions they sold were placed at the disposal of the apostles ([Acts 4:36](/acts#Acts.4.36), [37](/acts#Acts.4.37)). Ananias might have kept his property had he so chosen; but he professed agreement with the brethren in the common purpose, and had of his own accord devoted it all, as he said, to these sacred ends. Yet he retained a part of it for his own ends, and thus lied in declaring that he had given it all. “The offence of Ananias and Sapphira showed contempt of God, vanity and ambition in the offenders, and utter disregard of the corruption which they were bringing into the society. Such sin, committed in despite of the light which they possessed, called for a special mark of divine indignation.”"
ananias_259,"A Christian at Damascus ([Acts 9:10](/acts#Acts.9.10)). He became Paul’s instructor; but when or by what means he himself became a Christian we have no information. He was “a devout man according to the law, having a good report of all the Jews which dwelt” at Damascus (22:12)."
ananias_260,"The high priest before whom Paul was brought in the procuratorship of Felix ([Acts 23:2](/acts#Acts.23.2), [5](/acts#Acts.23.5), [24](/acts#Acts.23.24)). He was so enraged at Paul’s noble declaration, “I have lived in all good conscience before God until this day,” that he commanded one of his attendants to smite him on the mouth. Smarting under this unprovoked insult, Paul quickly replied, “God shall smite thee, thou whited wall.” Being reminded that Ananias was the high priest, to whose office all respect was to be paid, he answered, “I wist not, brethren, that he was the high priest” ([Acts 23:5](/acts#Acts.23.5)). This expression has occasioned some difficulty, as it is scarcely probable that Paul should have been ignorant of so public a fact. The expression may mean (a) that Paul had at the moment overlooked the honour due to the high priest; or (b), as others think, that Paul spoke ironically, as if he had said, “The high priest breaking the law! God’s high priest a tyrant and a lawbreaker! I see a man in white robes, and have heard his voice, but surely it cannot, it ought not to be, the voice of the high priest.” (See Dr. Lindsay on Acts, in loco.) (c) Others think that from defect of sight Paul could not observe that the speaker was the high priest. In all this, however, it may be explained, Paul, with all his excellency, comes short of the example of his divine Master, who, when he was reviled, reviled not again."
anath_261,"An answer; i.e., to “prayer”, the father of Shamgar, who was one of the judges of Israel ([Judg. 3:31](/judg#Judg.3.31))."
anathoth_262,
anathoth_263,
andrew_264,"Manliness, a Greek name; one of the apostles of our Lord. He was of Bethsaida in Galilee ([John 1:44](/john#John.1.44)), and was the brother of Simon Peter ([Matt. 4:18](/matt#Matt.4.18); [10:2](/matt#Matt.10.2)). On one occasion John the Baptist, whose disciple he then was, pointing to Jesus, said, “Behold the Lamb of God” ([John 1:40](/john#John.1.40)); and Andrew, hearing him, immediately became a follower of Jesus, the first of his disciples. After he had been led to recognize Jesus as the Messiah, his first care was to bring also his brother Simon to Jesus. The two brothers seem to have after this pursued for a while their usual calling as fishermen, and did not become the stated attendants of the Lord till after John’s imprisonment ([Matt. 4:18](/matt#Matt.4.18), [19](/matt#Matt.4.19); [Mark 1:16](/mark#Mark.1.16), [17](/mark#Mark.1.17)). Very little is related of Andrew. He was one of the confidential disciples ([John 6:8](/john#John.6.8); [12:22](/john#John.12.22)), and with Peter, James, and John inquired of our Lord privately regarding his future coming ([Mark 13:3](/mark#Mark.13.3)). He was present at the feeding of the five thousand ([John 6:9](/john#John.6.9)), and he introduced the Greeks who desired to see Jesus ([John 12:22](/john#John.12.22)); but of his subsequent history little is known. It is noteworthy that Andrew thrice brings others to Christ, (1) Peter; (2) the lad with the loaves; and (3) certain Greeks. These incidents may be regarded as a key to his character."
andronicus_265,"Man-conquering, a Jewish Christian, the kinsman and fellowprisoner of Paul ([Rom. 16:7](/rom#Rom.16.7)); “of note among the apostles.”"
aner_266,"A Canaanitish chief who joined his forces with those of Abraham in pursuit of Chedorlaomer ([Gen. 14:13](/gen#Gen.14.13), [24](/gen#Gen.14.24))."
aniam_267,
anna_268,"Grace, an aged widow, the daughter of Phanuel. She was a “prophetess,” like Miriam, Deborah, and Huldah ([2 Chr. 34:22](/2chr#2Chr.34.22)). After seven years of married life her husband died, and during her long widowhood she daily attended the temple services. When she was eighty-four years old, she entered the temple at the moment when the aged Simeon uttered his memorable words of praise and thanks to God that he had fulfilled his ancient promise in sending his Son into the world ([Luke 2:36](/luke#Luke.2.36), [37](/luke#Luke.2.37))."
annas_269,"Was high priest A.D. 7-14. In A.D. 25 Caiaphas, who had married the daughter of Annas ([John 18:13](/john#John.18.13)), was raised to that office, and probably Annas was now made president of the Sanhedrim, or deputy or coadjutor of the high priest, and thus was also called high priest along with Caiaphas ([Luke 3:2](/luke#Luke.3.2)). By the Mosaic law the high-priesthood was held for life ([Num. 3:10](/num#Num.3.10)); and although Annas had been deposed by the Roman procurator, the Jews may still have regarded him as legally the high priest. Our Lord was first brought before Annas, and after a brief questioning of him ([John 18:19-23](/john#John.18.19)) was sent to Caiaphas, when some members of the Sanhedrim had met, and the first trial of Jesus took place ([Matt. 26:57-68](/matt#Matt.26.57)). This examination of our Lord before Annas is recorded only by John. Annas was president of the Sanhedrim before which Peter and John were brought ([Acts 4:6](/acts#Acts.4.6))."
antipas_270,"A “faithful martyr” ([Rev. 2:13](/rev#Rev.2.13)), of whom nothing more is certainly known."
antothijah_271,
anub_272,
apelles_273,"A Christian at Rome whom Paul salutes ([Rom. 16:10](/rom#Rom.16.10)), and styles “approved in Christ.”"
aphiah_274,
aphses_275,
apollos_276,"A Jew “born at Alexandria,” a man well versed in the Scriptures and eloquent ([Acts 18:24](/acts#Acts.18.24); R.V., “learned”). He came to Ephesus (about A.D. 49), where he spake “boldly” in the synagogue (18:26), although he did not know as yet that Jesus of Nazareth was the Messiah. Aquila and Priscilla instructed him more perfectly in “the way of God”, i.e., in the knowledge of Christ. He then proceeded to Corinth, where he met Paul ([Acts 18:27](/acts#Acts.18.27); [19:1](/acts#Acts.19.1)). He was there very useful in watering the good seed Paul had sown ([1 Cor. 1:12](/1cor#1Cor.1.12)), and in gaining many to Christ. His disciples were much attached to him ([1 Cor. 3:4-7](/1cor#1Cor.3.4), [22](/1cor#1Cor.3.22)). He was with Paul at Ephesus when he wrote the First Epistle to the Corinthians; and Paul makes kindly reference to him in his letter to Titus (3:13). Some have supposed, although without sufficient ground, that he was the author of the Epistle to the Hebrews."
apollyon_2,"Destruction, the Hebrew name (equivalent to the Greek Apollyon, i.e., destroyer) of “the angel of the bottomless pit” ([Rev. 9:11](/rev#Rev.9.11)). It is rendered “destruction” in [Job 28:22](/job#Job.28.22); [31:12](/job#Job.31.12); [26:6](/job#Job.26.6); [Prov. 15:11](/prov#Prov.15.11); [27:20](/prov#Prov.27.20). In the last three of these passages the Revised Version retains the word “Abaddon.” We may regard this word as a personification of the idea of destruction, or as sheol, the realm of the dead."
appaim_277,
apphia_278,"Increasing, a female Christian at Colosse ([Philemon 1](/phlm#Phlm.1.1):2), supposed by some to have been the wife of Philemon."
aquila_279,"Eagle, a native of Pontus, by occupation a tent-maker, whom Paul met on his first visit to Corinth ([Acts 18:2](/acts#Acts.18.2)). Along with his wife Priscilla he had fled from Rome in consequence of a decree (A.D. 50) by Claudius commanding all Jews to leave the city. Paul sojourned with him at Corinth, and they wrought together at their common trade, making Cilician hair-cloth for tents. On Paul’s departure from Corinth after eighteen months, Aquila and his wife accompanied him to Ephesus, where they remained, while he proceeded to Syria ([Acts 18:18](/acts#Acts.18.18), [26](/acts#Acts.18.26)). When they became Christians we are not informed, but in Ephesus they were ([1 Cor. 16:19](/1cor#1Cor.16.19)) Paul’s “helpers in Christ Jesus.” We find them afterwards at Rome ([Rom. 16:3](/rom#Rom.16.3)), interesting themselves still in the cause of Christ. They are referred to some years after this as being at Ephesus ([2 Tim. 4:19](/2tim#2Tim.4.19)). This is the last notice we have of them."
ara_280,
arad_281,One of the sons of Beriah ([1 Chr. 8:15](/1chr#1Chr.8.15)).
arah_282,
arah_283,
arah_284,
aram_285,"The son of Shem ([Gen. 10:22](/gen#Gen.10.22)); according to [Gen. 22:21](/gen#Gen.22.21), a grandson of Nahor. In [Matt. 1:3](/matt#Matt.1.3), [4](/matt#Matt.1.4), and [Luke 3:33](/luke#Luke.3.33), this word is the Greek form of Ram, the father of Amminadab ([1 Chr. 2:10](/1chr#1Chr.2.10)).

 The word means high, or highlands, and as the name of a country denotes that elevated region extending from the northeast of Palestine to the Euphrates. It corresponded generally with the Syria and Mesopotamia of the Greeks and Romans. In [Gen. 25:20](/gen#Gen.25.20); [31:20](/gen#Gen.31.20), [24](/gen#Gen.31.24); [Deut. 26:5](/deut#Deut.26.5), the word “Syrian” is properly “Aramean” (R.V., marg.). Damascus became at length the capital of the several smaller kingdoms comprehended under the designation “Aram” or “Syria.”"
aram_286,"The son of Shem ([Gen. 10:22](/gen#Gen.10.22)); according to [Gen. 22:21](/gen#Gen.22.21), a grandson of Nahor. In [Matt. 1:3](/matt#Matt.1.3), [4](/matt#Matt.1.4), and [Luke 3:33](/luke#Luke.3.33), this word is the Greek form of Ram, the father of Amminadab ([1 Chr. 2:10](/1chr#1Chr.2.10)).

 The word means high, or highlands, and as the name of a country denotes that elevated region extending from the northeast of Palestine to the Euphrates. It corresponded generally with the Syria and Mesopotamia of the Greeks and Romans. In [Gen. 25:20](/gen#Gen.25.20); [31:20](/gen#Gen.31.20), [24](/gen#Gen.31.24); [Deut. 26:5](/deut#Deut.26.5), the word “Syrian” is properly “Aramean” (R.V., marg.). Damascus became at length the capital of the several smaller kingdoms comprehended under the designation “Aram” or “Syria.”"
aram_287,
aran_288,"Wild goat, a descendant of Seir the Horite ([Gen. 36:28](/gen#Gen.36.28))."
arba_290,
archelaus_291,"Ruler of the people, son of Herod the Great, by Malthace, a Samaritan woman. He was educated along with his brother Antipas at Rome. He inherited from his father a third part of his kingdom viz., Idumea, Judea, and Samaria, and hence is called “king” ([Matt. 2:22](/matt#Matt.2.22)). It was for fear of him that Joseph and Mary turned aside on their way back from Egypt. Till a few days before his death Herod had named Antipas as his successor, but in his last moments he named Archelaus."
archippus_292,"Master of the horse, a “fellow-soldier” of Paul’s ([Philemon 1](/phlm#Phlm.1.1):2), whom he exhorts to renewed activity ([Col. 4:17](/col#Col.4.17)). He was a member of Philemon’s family, probably his son."
ard_293,
ard_294,"Descent, a grandson of Benjamin ([Num. 26:38-40](/num#Num.26.38)). In [1 Chr. 8:3](/1chr#1Chr.8.3) he is called Addar. His descendants are mentioned in [Num. 26:40](/num#Num.26.40)."
ardon_295,"Descendant, the last of the three sons of Caleb by his first wife Azubah ([1 Chr. 2:18](/1chr#1Chr.2.18))."
areli_296,
aretas_297,"The father-in-law of Herod Antipas, and king of Arabia Petraea. His daughter returned to him on the occasion of her husband’s entering into an adulterous alliance with Herodias, the wife of Herod-Philip, his half-brother ([Luke 3:19](/luke#Luke.3.19), [20](/luke#Luke.3.20); [Mark 6:17](/mark#Mark.6.17); [Matt. 14:3](/matt#Matt.14.3)). This led to a war between Aretas and Herod Antipas. Herod’s army was wholly destroyed (A.D. 36). Aretas, taking advantage of the complications of the times on account of the death of the Emperor Tiberius (A.D. 37), took possession of Damascus ([2 Cor. 11:32](/2cor#2Cor.11.32); comp. [Acts 9:25](/acts#Acts.9.25)). At this time Paul returned to Damascus from Arabia."
argob_298,
aridai_299,
aridatha_300,
arieh_301,"The lion, the name of one of the body-guard slain with Pekahiah at Samaria ([2 Kings 15:25](/2kgs#2Kgs.15.25)) by the conspirator Pekah."
ariel_302,One of the chief men sent by Ezra to procure Levites for the sanctuary ([Ezra 8:16](/ezra#Ezra.8.16)).
arioch_303,"A king of Ellasar who was confederate with Chedorlamer ([Gen. 14:1](/gen#Gen.14.1), [9](/gen#Gen.14.9)). The tablets recently discovered by Mr. Pinches (see CHALDEA) show the true reading is Eri-Aku of Larsa. This Elamite name meant “servant of the moon-god.” It was afterwards changed into Rimsin, “Have mercy, O moon-god.”"
arioch_304,[Dan. 2:14](/dan#Dan.2.14).
arisai_305,
aristarchus_306,"Best ruler, native of Thessalonica ([Acts 20:4](/acts#Acts.20.4)), a companion of Paul ([Acts 19:29](/acts#Acts.19.29); [27:2](/acts#Acts.27.2)). He was Paul’s “fellow-prisoner” at Rome ([Col. 4:10](/col#Col.4.10); [Philemon 1](/phlm#Phlm.1.1):24)."
aristobulus_307,
arkite_308,"([Gen. 10:17](/gen#Gen.10.17); [1 Chr. 1:15](/1chr#1Chr.1.15)), a designation of certain descendants from the Phoenicians or Sidonians, the inhabitants of Arka, 12 miles north of Tripoli, opposite the northern extremity of Lebanon."
armoni_309,"Inhabitant of a fortress, the first-named of the two sons of Saul and Rizpah. He was delivered up to the Gibeonites by David, and hanged by them ([2 Sam. 21:8](/2sam#2Sam.21.8), [9](/2sam#2Sam.21.9))."
arnan_310,
arod_311,
arphaxad_312,"Son of Shem, born the year after the Deluge. He died at the age of 438 years ([Gen. 11:10-13](/gen#Gen.11.10); [1 Chr. 1:17](/1chr#1Chr.1.17), [18](/1chr#1Chr.1.18); [Luke 3:36](/luke#Luke.3.36)). He dwelt in Mesopotamia, and became, according to the Jewish historian Josephus, the progenitor of the Chaldeans. The tendency is to recognize in the word the name of the country nearest the ancient domain of the Chaldeans. Some regard the word as an Egypticized form of the territorial name of Ur Kasdim, or Ur of the Chaldees."
artaxerxes_313,The king who obstructed the rebuilding of the temple ([Ezra 4:7](/ezra#Ezra.4.7)). He was probably the Smerdis of profane history.
artaxerxes_314,"The king mentioned in [Ezra 7:1](/ezra#Ezra.7.1), in the seventh year (B.C. 458) of whose reign Ezra led a second colony of Jews back to Jerusalem, was probably Longimanus, who reigned for forty years (B.C. 464-425); the grandson of Darius, who, fourteen years later, permitted Nehemiah to return and rebuild Jerusalem."
artemas_315,
arvadite_316,
arza_317,
asa_318,"Physician, son of Abijah and grandson of Rehoboam, was the third king of Judah. He was zealous in maintaining the true worship of God, and in rooting all idolatry, with its accompanying immoralities, out of the land ([1 Kings 15:8-14](/1kgs#1Kgs.15.8)). The Lord gave him and his land rest and prosperity. It is recorded of him, however, that in his old age, when afflicted, he “sought not to the Lord, but to the physicians” (comp. [Jer. 17:5](/jer#Jer.17.5)). He died in the forty-first year of his reign, greatly honoured by his people ([2 Chr. 16:1-13](/2chr#2Chr.16.1)), and was succeeded by his son Jehoshaphat."
asa_319,
asahel_320,"Made by God, the youngest son of Zeruiah, David’s sister. He was celebrated for his swiftness of foot. When fighting against Ish-bosheth at Gibeon, in the army of his brother Joab, he was put to death by Abner, whom he pursued from the field of battle ([2 Sam. 2:18](/2sam#2Sam.2.18), [19](/2sam#2Sam.2.19)). He is mentioned among David’s thirty mighty men ([2 Sam. 23:24](/2sam#2Sam.23.24); [1 Chr. 11:26](/1chr#1Chr.11.26)). Others of the same name are mentioned ([2 Chr. 17:8](/2chr#2Chr.17.8); [31:13](/2chr#2Chr.31.13); [Ezra 10:15](/ezra#Ezra.10.15))."
asahel_321,
asahel_322,
asahel_323,
asahiah_324,"The son of Amoz ([Isa. 1:1](/isa#Isa.1.1); [2:1](/isa#Isa.2.1)), who was apparently a man of humble rank. His wife was called “the prophetess” (8:3), either because she was endowed with the prophetic gift, like Deborah ([Judg. 4:4](/judg#Judg.4.4)) and Huldah ([2 Kings 22:14-20](/2kgs#2Kgs.22.14)), or simply because she was the wife of “the prophet” ([Isa. 38:1](/isa#Isa.38.1)). He had two sons, who bore symbolical names.

 He exercised the functions of his office during the reigns of Uzziah (or Azariah), Jotham, Ahaz, and Hezekiah (1:1). Uzziah reigned fifty-two years (B.C. 810-759), and Isaiah must have begun his career a few years before Uzziah’s death, probably B.C. 762. He lived till the fourteenth year of Hezekiah, and in all likelihood outlived that monarch (who died B.C. 698), and may have been contemporary for some years with Manasseh. Thus Isaiah may have prophesied for the long period of at least sixty-four years.

 His first call to the prophetical office is not recorded. A second call came to him “in the year that King Uzziah died” ([Isa. 6:1](/isa#Isa.6.1)). He exercised his ministry in a spirit of uncompromising firmness and boldness in regard to all that bore on the interests of religion. He conceals nothing and keeps nothing back from fear of man. He was also noted for his spirituality and for his deep-toned reverence toward “the holy One of Israel.”

 In early youth Isaiah must have been moved by the invasion of Israel by the Assyrian monarch Pul (q.v.), [2 Kings 15:19](/2kgs#2Kgs.15.19); and again, twenty years later, when he had already entered on his office, by the invasion of Tiglath-pileser and his career of conquest. Ahaz, king of Judah, at this crisis refused to co-operate with the kings of Israel and Syria in opposition to the Assyrians, and was on that account attacked and defeated by Rezin of Damascus and Pekah of Samaria ([2 Kings 16:5](/2kgs#2Kgs.16.5); [2 Chr. 28:5](/2chr#2Chr.28.5), [6](/2chr#2Chr.28.6)). Ahaz, thus humbled, sided with Assyria, and sought the aid of Tiglath-pileser against Israel and Syria. The consequence was that Rezin and Pekah were conquered and many of the people carried captive to Assyria ([2 Kings 15:29](/2kgs#2Kgs.15.29); [16:9](/2kgs#2Kgs.16.9); [1 Chr. 5:26](/1chr#1Chr.5.26)). Soon after this Shalmaneser determined wholly to subdue the kingdom of Israel. Samaria was taken and destroyed (B.C. 722). So long as Ahaz reigned, the kingdom of Judah was unmolested by the Assyrian power; but on his accession to the throne, Hezekiah (B.C. 726), who “rebelled against the king of Assyria” ([2 Kings 18:7](/2kgs#2Kgs.18.7)), in which he was encouraged by Isaiah, who exhorted the people to place all their dependence on Jehovah ([Isa. 10:24](/isa#Isa.10.24); [37:6](/isa#Isa.37.6)), entered into an alliance with the king of Egypt ([Isa. 30:2-4](/isa#Isa.30.2)). This led the king of Assyria to threaten the king of Judah, and at length to invade the land. Sennacherib (B.C. 701) led a powerful army into Palestine. Hezekiah was reduced to despair, and submitted to the Assyrians ([2 Kings 18:14-16](/2kgs#2Kgs.18.14)). But after a brief interval war broke out again, and again Sennacherib (q.v.) led an army into Palestine, one detachment of which threatened Jerusalem ([Isa. 36:2-22](/isa#Isa.36.2); [37:8](/isa#Isa.37.8)). Isaiah on that occasion encouraged Hezekiah to resist the Assyrians (37:1-7), whereupon Sennacherib sent a threatening letter to Hezekiah, which he “spread before the Lord” (37:14). The judgement of God now fell on the Assyrian host. “Like Xerxes in Greece, Sennacherib never recovered from the shock of the disaster in Judah. He made no more expeditions against either Southern Palestine or Egypt.” The remaining years of Hezekiah’s reign were peaceful ([2 Chr. 32:23](/2chr#2Chr.32.23), [27](/2chr#2Chr.32.27)-29). Isaiah probably lived to its close, and possibly into the reign of Manasseh, but the time and manner of his death are unknown. There is a tradition that he suffered martyrdom in the heathen reaction in the time of Manasseh (q.v.)."
